SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,1925 Pacific Ave #1,San Francisco,CA,94109,1998000,3,2.0,San Francisco,,4992,1918,11,,1008,Active,,,http://www.redfin.com/CA/San-Francisco/1925-Pacific-Ave-94109/unit-1/home/568036,San Francisco MLS,508319,N,Y,37.7941053,-122.4269701
MLS Listing,,Condo/Co-op,601 Van Ness Ave #309,San Francisco,CA,94102,668888,1,,San Francisco,694,105806,1982,11,964,940,Active,,,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-309/home/1610493,San Francisco MLS,421522024,N,Y,37.7813857,-122.4214063
MLS Listing,,Condo/Co-op,55 Page St #222,San Francisco,CA,94121,1275000,2,2.0,San Francisco,1124,,2008,11,1134,775,Active,,,http://www.redfin.com/CA/San-Francisco/55-Page-St-94102/unit-222/home/17305670,San Francisco MLS,421519454,N,Y,37.7738899,-122.4218771
MLS Listing,,Condo/Co-op,461 2nd St Unit C135,San Francisco,CA,94107,1225000,1,1.0,San Francisco,1317,,,11,930,726,Active,,,http://www.redfin.com/CA/San-Francisco/461-2nd-St-94107/unit-C135/home/1868305,San Francisco MLS,421522247,N,Y,37.7834473,-122.3936481
MLS Listing,,Condo/Co-op,3294 Clay St #5,San Francisco,CA,94115,1799000,2,2.0,San Francisco,1499,2986,1911,11,1200,560,Active,,,http://www.redfin.com/CA/San-Francisco/3294-Clay-St-94115/unit-5/home/1070326,San Francisco MLS,421520208,N,Y,37.7892419,-122.4468872
MLS Listing,,Single Family Residential,2554 33rd Ave,San Francisco,CA,94116,1350000,2,2.0,San Francisco,1708,2996,1931,11,790,,Active,,,http://www.redfin.com/CA/San-Francisco/2554-33rd-Ave-94116/home/934050,San Francisco MLS,421522223,N,Y,37.7395126,-122.4902198
MLS Listing,,Condo/Co-op,1160 Mission St #2105,San Francisco,CA,94103,725000,1,1.0,San Francisco,664,43557,2008,11,1092,733,Active,,,http://www.redfin.com/CA/San-Francisco/1160-Mission-St-94103/unit-2105/home/17304433,San Francisco MLS,421521993,N,Y,37.7787037,-122.4126341
MLS Listing,,Condo/Co-op,945 Green St #7,San Francisco,CA,94133,8950000,3,4.0,San Francisco,4000,19465,1928,11,2238,6510,Active,,,http://www.redfin.com/CA/San-Francisco/945-Green-St-94133/unit-7/home/12400379,San Francisco MLS,421518641,N,Y,37.7983984,-122.4143174
MLS Listing,,Condo/Co-op,2040 Franklin St #708,San Francisco,CA,94109,879995,1,1.5,San Francisco,1040,,1966,11,846,905,Active,,,http://www.redfin.com/CA/San-Francisco/2040-Franklin-St-94109/unit-708/home/1963563,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40938791,N,Y,37.7935189,-122.4243158
MLS Listing,,Condo/Co-op,1200 California St Unit 15A,San Francisco,CA,94109,1895000,1,2.0,San Francisco,1450,,1962,11,1307,2099,Active,,,http://www.redfin.com/CA/San-Francisco/1200-California-St-94109/unit-15A/home/12400918,San Francisco MLS,421522150,N,Y,37.7917486,-122.4144729
MLS Listing,,Condo/Co-op,1023 Lincoln Way,San Francisco,CA,94122,1088000,2,1.5,San Francisco,1057,2500,1904,11,1029,,Active,,,http://www.redfin.com/CA/San-Francisco/1023-Lincoln-Way-94122/home/110052365,San Francisco MLS,421520558,N,Y,37.7656021,-122.4689784
MLS Listing,,Multi-Family (2-4 Unit),2924 Sacramento St,San Francisco,CA,94115,3550000,7,2.0,San Francisco,4116,2748,1970,11,862,,Active,,,http://www.redfin.com/CA/San-Francisco/2924-Sacramento-St-94115/unit-3/home/1635154,San Francisco MLS,421521931,N,Y,37.7890724,-122.4419608
MLS Listing,,Multi-Family (2-4 Unit),810 - 812 Taraval St,San Francisco,CA,94116,2085000,10,8.0,San Francisco,6387,2500,1923,11,326,,Active,,,http://www.redfin.com/CA/San-Francisco/810-Taraval-St-94116/home/656030,San Francisco MLS,421522063,N,Y,37.7433331,-122.4749298
MLS Listing,,Single Family Residential,239 Vernon St,San Francisco,CA,94132,1599000,3,3.0,San Francisco,1595,2495,1956,11,1003,,Active,,,http://www.redfin.com/CA/San-Francisco/239-Vernon-St-94132/home/826549,San Francisco MLS,514686,N,Y,37.7168471,-122.468241
MLS Listing,,Condo/Co-op,200 Brannan St #426,San Francisco,CA,94107,2450000,2,2.0,San Francisco,1962,,2004,11,1249,965,Active,,,http://www.redfin.com/CA/San-Francisco/200-Brannan-St-94107/unit-426/home/1967474,San Francisco MLS,421522105,N,Y,37.7836002,-122.3907074
MLS Listing,,Condo/Co-op,892 Green St,San Francisco,CA,94133,1295000,2,1.5,San Francisco,980,,1908,12,1321,341,Active,,,http://www.redfin.com/CA/San-Francisco/892-Green-St-94133/home/59298435,San Francisco MLS,421522005,N,Y,37.7991124,-122.4138088
